open,label
-9735,0
-20222,0
-30163,0
-38801,0
-45648,0
-50577,0
-53859,0
-56093,0
-58094,0
-60683,0
-64462,0
-69712,0
-76315,0
-83707,0
-91046,0
-97430,0
-102081,0
-104532,0
-104659,0
-102561,0
-98451,0
-92575,0
-85207,0
-76735,0
-67646,0
-58437,0
-49549,0
-41365,0
-34203,0
-28308,0
-23751,0
-20240,0
-17108,0
-13499,0
-8749,0
-2812,0
3677,0
9644,0
14041,0
16217,0
16031,0
13799,0
10001,0
4960,0
-1245,0
-8726,0
-17581,0
-27604,0
-38162,0
-48376,0
-57386,0
-64515,0
-69456,0
-72253,0
-73105,0
-72182,0
-69576,0
-65364,0
-59647,0
-52722,0
-45153,0
-37523,0
-30350,0
-24132,0
-19235,0
-15910,0
-14317,0
-14468,0
-16302,0
-19716,0
-24573,0
-30714,0
-37921,0
-45882,0
-54194,0
-62425,0
-70110,0
-76731,0
-81816,0
-84962,0
-85947,0
-84827,0
-81843,0
-77409,0
-72022,0
-66233,0
-60772,0
-56437,0
-53893,0
-53457,0
-54887,0
